sample,contig_name,contig_length,read_count,nr,nt_or_nr,bitscore,align_length,taxon_group_blast,tax_id,identity,sci_name,com_names,lca_taxid,lca_taxid.1,lca_name,common_nr,phylum,family,chordata,blasted,cluster,taxid_curated,poly_group,name,provisional_name,segment,curated,rdrp,taxon_group,taxid,ska_genus,ska_species,collected_by,idseq_nonhost_reads,hex_read_count,contaminating_and_hex_reads,nonhost_reads,total_reads,read_prop,identity_qcov,group,baltimore_group,genome_description,number_of_segments_conventional
AIMGLDOG001_S59_657733,AIMGLDOG001_S59_657733_NODE_2494_length_539_cov_0.984848,539,12,TRUE,nr,368,179,Viruses,39046,99.4,Cassava common mosaic virus,"AKE44325.1 RNA-dependent RNA polymerase, partial [Cassava common mosaic virus]",39046,39046,Cassava common mosaic virus,TRUE,Kitrinoviricota,Alphaflexiviridae,FALSE,TRUE,246680,39046,1,Cassava common mosaic virus,,RdRp,TRUE,TRUE,Viruses,39046,Canine,Dog,Ebonyi,2802322,19907,481658,2320664,29774724,5.17E-06,,Virus,IV,single stranded RNA positive sense,1
AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_1256_length_519_cov_2.083710,519,16,TRUE,nr,165,146,Viruses,1503864,52.1,Yam virus X,AJD23371.1 putative RNA-dependent RNA polymerase [Yam virus X],,,,TRUE,Kitrinoviricota,Alphaflexiviridae,FALSE,TRUE,279015,1503864,4,TBD,Abak-Yam virus X,RdRp,TRUE,TRUE,Viruses,1503864,Swine,Pig,Ebonyi,21978928,390,599868,21379060,35838192,7.48E-07,,Virus,IV,single stranded RNA positive sense,1
AIMGLDOG001_S59_657733,AIMGLDOG001_S59_657733_NODE_7_length_3140_cov_12.507999,3140,489,TRUE,nr,933,433,Viruses,1610820,97.2,Nayun tick torquevirus,"AJM13636.1 ORF1, partial [Nayun tick torquevirus]",1610820,1610820,Nayun tick torquevirus,TRUE,,Anelloviridae,FALSE,TRUE,4372,1610820,196,Nayun tick torquevirus,,hypothetical,TRUE,FALSE,Viruses,1610820,Canine,Dog,Ebonyi,2802322,19907,481658,2320664,29774724,0.000210716,,Virus,I,double stranded DNA,
SEZONOWIFDOG009_S1_657740,SEZONOWIFDOG009_S1_657740_NODE_92_length_1606_cov_2.085677,1606,48,TRUE,nr,942,437,Viruses,1610820,97.3,Nayun tick torquevirus,"AJM13636.1 ORF1, partial [Nayun tick torquevirus]",1610820,1610820,Nayun tick torquevirus,TRUE,,Anelloviridae,FALSE,TRUE,4372,1610820,196,Nayun tick torquevirus,,hypothetical,TRUE,FALSE,Viruses,1610820,Canine,Dog,Ondo,5592862,12227,391884,5200978,33070308,9.23E-06,,Virus,I,double stranded DNA,
SEZONOWIFRR034_LIV_S74_1_666404,SEZONOWIFRR034_LIV_S74_1_666404_NODE_42_length_801_cov_1.462707,801,27,TRUE,nr,554,256,Viruses,1034791,98,Mosquito VEM Anellovirus SDBVL B,AEF58763.1 hypothetical protein [Mosquito VEM Anellovirus SDBVL B],,,,TRUE,,Anelloviridae,FALSE,TRUE,84699,1034791,195,Mosquito VEM Anellovirus SDBVL B,,hypothetical,TRUE,FALSE,Viruses,1034791,Rat,Rodent,Ondo ,333384,21790,21899,311485,47532220,8.67E-05,,Virus,I,double stranded DNA,
OD_ZAD_SQL027_LUNG_S17_673623,OD_ZAD_SQL027_LUNG_S17_673623_NODE_728_length_741_cov_5.840361,741,90,TRUE,nr,50.8,64,Viruses,2055263,35.9,Anelloviridae sp.,YP_010790267.1 MAG: ORF1 protein [Anelloviridae sp.],,,,TRUE,,Anelloviridae,FALSE,TRUE,101492,2055263,203,TBD,Ondo-Anelloviridae sp.,hypothetical,TRUE,FALSE,Viruses,2055263,Squirrel,Squirrel,Ondo,2609988,197787,198589,2411399,6422794,3.73E-05,,Virus,I,double stranded DNA,
OD_ZAD_SQL021_LIV_S11_673617,OD_ZAD_SQL021_LIV_S11_673617_NODE_892_length_668_cov_8.023689,668,141,TRUE,nr,60.1,65,Viruses,1968861,46.2,Torque teno sus virus k2a,ARA91689.1 ORF2 [Torque teno sus virus k2a],1968861,1968861,Torque teno sus virus k2a,TRUE,,Anelloviridae,FALSE,TRUE,131895,3003888,202,TBD,Ondo-Torque teno polar bear virus 27,hypothetical,TRUE,FALSE,Viruses,3003888,Squirrel,Squirrel,Ondo,2463636,143887,144372,2319264,7092968,6.08E-05,,Virus,I,double stranded DNA,
SEZONOWIFRR034_LIV_S74_1_666404,SEZONOWIFRR034_LIV_S74_1_666404_NODE_86_length_662_cov_1.442735,662,19,TRUE,nr,272,167,Viruses,2055263,88.6,Anelloviridae sp.,UJQ88102.1 MAG: ORF1 [Anelloviridae sp.],,,,TRUE,,Anelloviridae,FALSE,TRUE,135186,2055263,198,Anelloviridae sp.,,hypothetical,TRUE,FALSE,Viruses,2055263,Rat,Rodent,Ondo ,333384,21790,21899,311485,47532220,6.10E-05,,Virus,I,double stranded DNA,
AIAMA_GOT005_OS_S43_673459,AIAMA_GOT005_OS_S43_673459_NODE_849_length_534_cov_3.363239,534,44,TRUE,nr,304,140,Viruses,1610820,97.1,Nayun tick torquevirus,"AJM13636.1 ORF1, partial [Nayun tick torquevirus]",1610820,1610820,Nayun tick torquevirus,TRUE,,Anelloviridae,FALSE,TRUE,4372,1610820,196,Nayun tick torquevirus,,hypothetical,TRUE,FALSE,Viruses,1610820,Caprine,Goat,Ebonyi ,11109452,93517,179659,10929793,24738340,4.03E-06,,Virus,I,double stranded DNA,
SEZONOWIFRR034_LIV_S74_1_666404,SEZONOWIFRR034_LIV_S74_1_666404_NODE_383_length_507_cov_1.739535,507,11,TRUE,nr,68.6,99,Viruses,2054616,40.4,Torque teno calomys tener virus,ATX61881.1 putative ORF1 [Torque teno calomys tener virus],2054616,2054616,Torque teno calomys tener virus,TRUE,,Anelloviridae,FALSE,TRUE,303633,3003888,202,TBD,Ondo-Torque teno polar bear virus 27,Pol,TRUE,FALSE,Viruses,3003888,Rat,Rodent,Ondo ,333384,21790,21899,311485,47532220,3.53E-05,,Virus,I,double stranded DNA,
SEZONOWIFRR032_LIV_S72_666406,SEZONOWIFRR032_LIV_S72_666406_NODE_1_length_6786_cov_143.630794,6786,113244,TRUE,nr,4324,2220,Viruses,3052310,97.9,Mammarenavirus lassaense,AYM52008.1 polymerase [Mammarenavirus lassaense],3052310,3052310,,TRUE,Negarnaviricota,Arenaviridae,FALSE,TRUE,742,3052310,5,Mammarenavirus lassaense,,genome,TRUE,TRUE,Viruses,3052310,Rat,Rodent,Ondo ,22636550,14111,14181,22622369,77571320,0.005005842,,Virus,V,single stranded RNA negative sense,2
SEZONOWIFRR032_LIV_S72_666406,SEZONOWIFRR032_LIV_S72_666406_NODE_1_length_6786_cov_143.630794,6786,113244,TRUE,nr,4324,2220,Viruses,3052310,97.9,Mammarenavirus lassaense,AYM52008.1 polymerase [Mammarenavirus lassaense],3052310,3052310,,TRUE,Negarnaviricota,Arenaviridae,FALSE,TRUE,742,3052310,5,Mammarenavirus lassaense,,RNA,TRUE,FALSE,Viruses,3052310,Rat,Rodent,Ondo ,22636550,14111,14181,22622369,77571320,0.005005842,,Virus,V,single stranded RNA negative sense,2
SEZONOWIFRR069_LUNG_S60_673526,SEZONOWIFRR069_LUNG_S60_673526_NODE_27_length_2646_cov_4.250681,2646,367,TRUE,nr,1691,865,Viruses,3052310,98.7,Mammarenavirus lassaense,AZI95834.1 polymerase [Mammarenavirus lassaense],3052310,3052310,,TRUE,Negarnaviricota,Arenaviridae,FALSE,TRUE,6557,3052310,5,Mammarenavirus lassaense,,RNA,TRUE,FALSE,Viruses,3052310,Rat,Rodent,Ondo,3089774,127830,131232,2958542,33812158,0.000124048,,Virus,V,single stranded RNA negative sense,2
SEZONOWOGR001_LIV_S47_666398,SEZONOWOGR001_LIV_S47_666398_NODE_2_length_2566_cov_3.879470,2566,186,TRUE,nr,1707,854,Viruses,3052310,99.8,Mammarenavirus lassaense,AYM52069.1 polymerase [Mammarenavirus lassaense],3052310,3052310,,TRUE,Negarnaviricota,Arenaviridae,FALSE,TRUE,7036,3052310,5,Mammarenavirus lassaense,,RNA,TRUE,FALSE,Viruses,3052310,Rat,Rodent,Ondo ,18814,635,641,18173,87884,0.010234964,,Virus,V,single stranded RNA negative sense,2
SEZONOWIFRR069_LUNG_S60_673526,SEZONOWIFRR069_LUNG_S60_673526_NODE_59_length_1884_cov_4.034311,1884,243,TRUE,nr,1180,587,Viruses,3052310,98.6,Mammarenavirus lassaense,AVO03722.1 polymerase [Mammarenavirus lassaense],3052310,3052310,,TRUE,Negarnaviricota,Arenaviridae,FALSE,TRUE,14108,3052310,5,Mammarenavirus lassaense,,RNA,TRUE,FALSE,Viruses,3052310,Rat,Rodent,Ondo,3089774,127830,131232,2958542,33812158,8.21E-05,,Virus,V,single stranded RNA negative sense,2
SEZONOWIFRR039_LIV_S79_666401,SEZONOWIFRR039_LIV_S79_666401_NODE_152_length_1616_cov_591.564003,1616,47524,TRUE,nr,1071,538,Viruses,3052310,99.3,Mammarenavirus lassaense,AYM52020.1 polymerase [Mammarenavirus lassaense],3052310,3052310,,TRUE,Negarnaviricota,Arenaviridae,FALSE,TRUE,742,3052310,5,Mammarenavirus lassaense,,genome,TRUE,TRUE,Viruses,3052310,Rat,Rodent,Ondo ,4061960,151621,153388,3908572,32221448,0.012158916,,Virus,V,single stranded RNA negative sense,2
SEZONOWIFRR039_LIV_S79_666401,SEZONOWIFRR039_LIV_S79_666401_NODE_152_length_1616_cov_591.564003,1616,47524,TRUE,nr,1071,538,Viruses,3052310,99.3,Mammarenavirus lassaense,AYM52020.1 polymerase [Mammarenavirus lassaense],3052310,3052310,,TRUE,Negarnaviricota,Arenaviridae,FALSE,TRUE,742,3052310,5,Mammarenavirus lassaense,,RNA,TRUE,FALSE,Viruses,3052310,Rat,Rodent,Ondo ,4061960,151621,153388,3908572,32221448,0.012158916,,Virus,V,single stranded RNA negative sense,2
SEZONOWIFRR069_LUNG_S60_673526,SEZONOWIFRR069_LUNG_S60_673526_NODE_85_length_1590_cov_7.320555,1590,408,TRUE,nr,1011,490,Viruses,3052310,99.8,Mammarenavirus lassaense,ADU56622.1 glycoprotein precursor [Mammarenavirus lassaense],3052310,3052310,,TRUE,Negarnaviricota,Arenaviridae,FALSE,TRUE,19987,3052310,5,Mammarenavirus lassaense,,GP,TRUE,FALSE,Viruses,3052310,Rat,Rodent,Ondo,3089774,127830,131232,2958542,33812158,0.000137906,,Virus,V,single stranded RNA negative sense,2
SEZONOWOGR001_LIV_S47_666398,SEZONOWOGR001_LIV_S47_666398_NODE_4_length_1571_cov_3.244980,1571,89,TRUE,nr,963,495,Viruses,3052310,99.8,Mammarenavirus lassaense,AIT17467.1 nucleoprotein [Mammarenavirus lassaense],3052310,3052310,,TRUE,Negarnaviricota,Arenaviridae,FALSE,TRUE,20455,3052310,5,Mammarenavirus lassaense,,RNA3,TRUE,FALSE,Viruses,3052310,Rat,Rodent,Ondo ,18814,635,641,18173,87884,0.004897375,,Virus,V,single stranded RNA negative sense,2
SEZONOWIFRR069_LUNG_S60_673526,SEZONOWIFRR069_LUNG_S60_673526_NODE_91_length_1552_cov_4.858983,1552,274,TRUE,nr,932,479,Viruses,3052310,99,Mammarenavirus lassaense,AZI96040.1 nucleoprotein [Mammarenavirus lassaense],3052310,3052310,,TRUE,Negarnaviricota,Arenaviridae,FALSE,TRUE,20455,3052310,5,Mammarenavirus lassaense,,RNA3,TRUE,FALSE,Viruses,3052310,Rat,Rodent,Ondo,3089774,127830,131232,2958542,33812158,9.26E-05,,Virus,V,single stranded RNA negative sense,2
SEZONOWIFRR040_LIV_S80_666396,SEZONOWIFRR040_LIV_S80_666396_NODE_74_length_1333_cov_2.810510,1333,62,TRUE,nr,799,386,Viruses,3052310,99.5,Mammarenavirus lassaense,"AZI96137.1 glycoprotein precursor, partial [Mammarenavirus lassaense]",3052310,3052310,,TRUE,Negarnaviricota,Arenaviridae,FALSE,TRUE,28656,3052310,5,Mammarenavirus lassaense,,GP,TRUE,FALSE,Viruses,3052310,Rat,Rodent,Ondo ,1024628,85821,87697,936931,14476090,6.62E-05,,Virus,V,single stranded RNA negative sense,2
SEZONOWIFRR039_LIV_S79_666401,SEZONOWIFRR039_LIV_S79_666401_NODE_224_length_1331_cov_162.138756,1331,14778,TRUE,nr,871,427,Viruses,3052310,99.8,Mammarenavirus lassaense,AYM51811.1 glycoprotein precursor [Mammarenavirus lassaense],3052310,3052310,,TRUE,Negarnaviricota,Arenaviridae,FALSE,TRUE,28732,3052310,5,Mammarenavirus lassaense,,GP,TRUE,FALSE,Viruses,3052310,Rat,Rodent,Ondo ,4061960,151621,153388,3908572,32221448,0.00378092,,Virus,V,single stranded RNA negative sense,2
SEZONOWOGR001_LIV_S47_666398,SEZONOWOGR001_LIV_S47_666398_NODE_8_length_1262_cov_3.920675,1262,68,TRUE,nr,804,420,Viruses,3052310,98.1,Mammarenavirus lassaense,AYM52069.1 polymerase [Mammarenavirus lassaense],3052310,3052310,,TRUE,Negarnaviricota,Arenaviridae,FALSE,TRUE,32056,3052310,5,Mammarenavirus lassaense,,RNA,TRUE,FALSE,Viruses,3052310,Rat,Rodent,Ondo ,18814,635,641,18173,87884,0.003741815,,Virus,V,single stranded RNA negative sense,2
SEZONOWIFRR069_LUNG_S60_673526,SEZONOWIFRR069_LUNG_S60_673526_NODE_165_length_1189_cov_3.930755,1189,154,TRUE,nr,715,366,Viruses,3052310,98.4,Mammarenavirus lassaense,AYM52147.1 polymerase [Mammarenavirus lassaense],3052310,3052310,,TRUE,Negarnaviricota,Arenaviridae,FALSE,TRUE,36243,3052310,5,Mammarenavirus lassaense,,RNA,TRUE,FALSE,Viruses,3052310,Rat,Rodent,Ondo,3089774,127830,131232,2958542,33812158,5.21E-05,,Virus,V,single stranded RNA negative sense,2
SEZONOWIFRR040_LIV_S80_666396,SEZONOWIFRR040_LIV_S80_666396_NODE_125_length_1072_cov_2.312563,1072,45,TRUE,nr,676,351,Viruses,3052310,99.4,Mammarenavirus lassaense,AZI96040.1 nucleoprotein [Mammarenavirus lassaense],3052310,3052310,,TRUE,Negarnaviricota,Arenaviridae,FALSE,TRUE,44913,3052310,5,Mammarenavirus lassaense,,RNA3,TRUE,FALSE,Viruses,3052310,Rat,Rodent,Ondo ,1024628,85821,87697,936931,14476090,4.80E-05,,Virus,V,single stranded RNA negative sense,2
SEZONOWOGR001_LIV_S47_666398,SEZONOWOGR001_LIV_S47_666398_NODE_11_length_1029_cov_3.981092,1029,68,TRUE,nr,643,309,Viruses,3052310,99,Mammarenavirus lassaense,"AYM51797.1 glycoprotein precursor, partial [Mammarenavirus lassaense]",3052310,3052310,,TRUE,Negarnaviricota,Arenaviridae,FALSE,TRUE,28656,3052310,5,Mammarenavirus lassaense,,GP,TRUE,FALSE,Viruses,3052310,Rat,Rodent,Ondo ,18814,635,641,18173,87884,0.003741815,,Virus,V,single stranded RNA negative sense,2
SEZONOWIFRR039_LIV_S79_666401,SEZONOWIFRR039_LIV_S79_666401_NODE_444_length_1001_cov_915.501082,1001,12318,TRUE,nr,666,333,Viruses,3052310,99.4,Mammarenavirus lassaense,AIT17631.1 nucleoprotein [Mammarenavirus lassaense],3052310,3052310,,TRUE,Negarnaviricota,Arenaviridae,FALSE,TRUE,20455,3052310,5,Mammarenavirus lassaense,,RNA3,TRUE,FALSE,Viruses,3052310,Rat,Rodent,Ondo ,4061960,151621,153388,3908572,32221448,0.003151535,,Virus,V,single stranded RNA negative sense,2
SEZONOWIFRR032_LIV_S72_666406,SEZONOWIFRR032_LIV_S72_666406_NODE_36_length_987_cov_1245.706593,987,21171,TRUE,nr,117,64,Viruses,3052310,95.3,Mammarenavirus lassaense,"AVO03592.1 nucleoprotein, partial [Mammarenavirus lassaense]",3052310,3052310,,TRUE,Negarnaviricota,Arenaviridae,FALSE,TRUE,53473,3052310,5,Mammarenavirus lassaense,,RNA3,TRUE,FALSE,Viruses,3052310,Rat,Rodent,Ondo ,22636550,14111,14181,22622369,77571320,0.000935844,,Virus,V,single stranded RNA negative sense,2
SEZONOWIFRR031_LIV_S71_663085,SEZONOWIFRR031_LIV_S71_663085_NODE_117_length_968_cov_0.865320,968,31,TRUE,nr,55.8,26,Viruses,3052310,92.3,Mammarenavirus lassaense,"8EJJ_a Chain a, Glycoprotein GP2 [Mammarenavirus lassaense]",,,,TRUE,Negarnaviricota,Arenaviridae,FALSE,TRUE,55840,3052310,5,Mammarenavirus lassaense,,GP,TRUE,FALSE,Viruses,3052310,Rat,Rodent,Ondo ,5078128,43991,46402,5031726,27611602,6.16E-06,,Virus,V,single stranded RNA negative sense,2
SEZONOWIFRR040_LIV_S80_666396,SEZONOWIFRR040_LIV_S80_666396_NODE_221_length_797_cov_1.536111,797,36,TRUE,nr,493,246,Viruses,3052310,97.6,Mammarenavirus lassaense,AIT17453.1 polymerase [Mammarenavirus lassaense],3052310,3052310,,TRUE,Negarnaviricota,Arenaviridae,FALSE,TRUE,14108,3052310,5,Mammarenavirus lassaense,,RNA,TRUE,FALSE,Viruses,3052310,Rat,Rodent,Ondo ,1024628,85821,87697,936931,14476090,3.84E-05,,Virus,V,single stranded RNA negative sense,2
SEZONOWIFRR039_LIV_S79_666401,SEZONOWIFRR039_LIV_S79_666401_NODE_717_length_794_cov_1358.447699,794,27886,TRUE,nr,526,264,Viruses,3052310,99.2,Mammarenavirus lassaense,ADU56629.1 polymerase [Mammarenavirus lassaense],3052310,3052310,,TRUE,Negarnaviricota,Arenaviridae,FALSE,TRUE,742,3052310,5,Mammarenavirus lassaense,,genome,TRUE,TRUE,Viruses,3052310,Rat,Rodent,Ondo ,4061960,151621,153388,3908572,32221448,0.007134575,,Virus,V,single stranded RNA negative sense,2
SEZONOWIFRR039_LIV_S79_666401,SEZONOWIFRR039_LIV_S79_666401_NODE_717_length_794_cov_1358.447699,794,27886,TRUE,nr,526,264,Viruses,3052310,99.2,Mammarenavirus lassaense,ADU56629.1 polymerase [Mammarenavirus lassaense],3052310,3052310,,TRUE,Negarnaviricota,Arenaviridae,FALSE,TRUE,742,3052310,5,Mammarenavirus lassaense,,RNA,TRUE,FALSE,Viruses,3052310,Rat,Rodent,Ondo ,4061960,151621,153388,3908572,32221448,0.007134575,,Virus,V,single stranded RNA negative sense,2
SEZONOWIFRR040_LIV_S80_666396,SEZONOWIFRR040_LIV_S80_666396_NODE_243_length_758_cov_1.198238,758,16,TRUE,nr,478,252,Viruses,3052310,98.8,Mammarenavirus lassaense,AIT17521.1 polymerase [Mammarenavirus lassaense],3052310,3052310,,TRUE,Negarnaviricota,Arenaviridae,FALSE,TRUE,742,3052310,5,Mammarenavirus lassaense,,genome,TRUE,TRUE,Viruses,3052310,Rat,Rodent,Ondo ,1024628,85821,87697,936931,14476090,1.71E-05,,Virus,V,single stranded RNA negative sense,2
SEZONOWIFRR040_LIV_S80_666396,SEZONOWIFRR040_LIV_S80_666396_NODE_243_length_758_cov_1.198238,758,16,TRUE,nr,478,252,Viruses,3052310,98.8,Mammarenavirus lassaense,AIT17521.1 polymerase [Mammarenavirus lassaense],3052310,3052310,,TRUE,Negarnaviricota,Arenaviridae,FALSE,TRUE,742,3052310,5,Mammarenavirus lassaense,,RNA,TRUE,FALSE,Viruses,3052310,Rat,Rodent,Ondo ,1024628,85821,87697,936931,14476090,1.71E-05,,Virus,V,single stranded RNA negative sense,2
SEZONOWIFRR069_LUNG_S60_673526,SEZONOWIFRR069_LUNG_S60_673526_NODE_424_length_749_cov_3.132440,749,59,TRUE,nr,441,232,Viruses,3052310,96.6,Mammarenavirus lassaense,AZI95810.1 polymerase [Mammarenavirus lassaense],3052310,3052310,,TRUE,Negarnaviricota,Arenaviridae,FALSE,TRUE,742,3052310,5,Mammarenavirus lassaense,,genome,TRUE,TRUE,Viruses,3052310,Rat,Rodent,Ondo,3089774,127830,131232,2958542,33812158,1.99E-05,,Virus,V,single stranded RNA negative sense,2
SEZONOWIFRR069_LUNG_S60_673526,SEZONOWIFRR069_LUNG_S60_673526_NODE_424_length_749_cov_3.132440,749,59,TRUE,nr,441,232,Viruses,3052310,96.6,Mammarenavirus lassaense,AZI95810.1 polymerase [Mammarenavirus lassaense],3052310,3052310,,TRUE,Negarnaviricota,Arenaviridae,FALSE,TRUE,742,3052310,5,Mammarenavirus lassaense,,RNA,TRUE,FALSE,Viruses,3052310,Rat,Rodent,Ondo,3089774,127830,131232,2958542,33812158,1.99E-05,,Virus,V,single stranded RNA negative sense,2
SEZONOWIFRR040_LIV_S80_666396,SEZONOWIFRR040_LIV_S80_666396_NODE_261_length_732_cov_2.737405,732,32,TRUE,nr,493,242,Viruses,3052310,99.6,Mammarenavirus lassaense,"AZI96403.1 nucleoprotein, partial [Mammarenavirus lassaense]",3052310,3052310,,TRUE,Negarnaviricota,Arenaviridae,FALSE,TRUE,104545,3052310,5,Mammarenavirus lassaense,,RNA3,TRUE,FALSE,Viruses,3052310,Rat,Rodent,Ondo ,1024628,85821,87697,936931,14476090,3.42E-05,,Virus,V,single stranded RNA negative sense,2
SEZONOWIFRR039_LIV_S79_666401,SEZONOWIFRR039_LIV_S79_666401_NODE_1025_length_664_cov_1431.533220,664,23288,TRUE,nr,432,220,Viruses,3052310,96.4,Mammarenavirus lassaense,AYM52181.1 polymerase [Mammarenavirus lassaense],3052310,3052310,,TRUE,Negarnaviricota,Arenaviridae,FALSE,TRUE,742,3052310,5,Mammarenavirus lassaense,,genome,TRUE,TRUE,Viruses,3052310,Rat,Rodent,Ondo ,4061960,151621,153388,3908572,32221448,0.005958186,,Virus,V,single stranded RNA negative sense,2
SEZONOWIFRR039_LIV_S79_666401,SEZONOWIFRR039_LIV_S79_666401_NODE_1025_length_664_cov_1431.533220,664,23288,TRUE,nr,432,220,Viruses,3052310,96.4,Mammarenavirus lassaense,AYM52181.1 polymerase [Mammarenavirus lassaense],3052310,3052310,,TRUE,Negarnaviricota,Arenaviridae,FALSE,TRUE,742,3052310,5,Mammarenavirus lassaense,,RNA,TRUE,FALSE,Viruses,3052310,Rat,Rodent,Ondo ,4061960,151621,153388,3908572,32221448,0.005958186,,Virus,V,single stranded RNA negative sense,2
SEZONOWIFRR039_LIV_S79_666401,SEZONOWIFRR039_LIV_S79_666401_NODE_1124_length_634_cov_11.533214,634,8035,TRUE,nr,272,143,Viruses,3052310,93.7,Mammarenavirus lassaense,AYD75266.1 L protein [Mammarenavirus lassaense],3052310,3052310,,TRUE,Negarnaviricota,Arenaviridae,FALSE,TRUE,151886,3052310,5,Mammarenavirus lassaense,,RdRp_L,TRUE,TRUE,Viruses,3052310,Rat,Rodent,Ondo ,4061960,151621,153388,3908572,32221448,0.002055738,,Virus,V,single stranded RNA negative sense,2
SEZONOWIFRR039_LIV_S79_666401,SEZONOWIFRR039_LIV_S79_666401_NODE_1211_length_611_cov_1250.436330,611,16212,TRUE,nr,410,203,Viruses,3052310,99,Mammarenavirus lassaense,AIT17457.1 polymerase [Mammarenavirus lassaense],3052310,3052310,,TRUE,Negarnaviricota,Arenaviridae,FALSE,TRUE,742,3052310,5,Mammarenavirus lassaense,,genome,TRUE,TRUE,Viruses,3052310,Rat,Rodent,Ondo ,4061960,151621,153388,3908572,32221448,0.004147806,,Virus,V,single stranded RNA negative sense,2
SEZONOWIFRR039_LIV_S79_666401,SEZONOWIFRR039_LIV_S79_666401_NODE_1211_length_611_cov_1250.436330,611,16212,TRUE,nr,410,203,Viruses,3052310,99,Mammarenavirus lassaense,AIT17457.1 polymerase [Mammarenavirus lassaense],3052310,3052310,,TRUE,Negarnaviricota,Arenaviridae,FALSE,TRUE,742,3052310,5,Mammarenavirus lassaense,,RNA,TRUE,FALSE,Viruses,3052310,Rat,Rodent,Ondo ,4061960,151621,153388,3908572,32221448,0.004147806,,Virus,V,single stranded RNA negative sense,2
SEZONOWIFRR039_LIV_S79_666401,SEZONOWIFRR039_LIV_S79_666401_NODE_1310_length_592_cov_377.555340,592,7298,TRUE,nr,394,197,Viruses,3052310,97,Mammarenavirus lassaense,AIT17445.1 polymerase [Mammarenavirus lassaense],3052310,3052310,,TRUE,Negarnaviricota,Arenaviridae,FALSE,TRUE,14108,3052310,5,Mammarenavirus lassaense,,RNA,TRUE,FALSE,Viruses,3052310,Rat,Rodent,Ondo ,4061960,151621,153388,3908572,32221448,0.001867178,,Virus,V,single stranded RNA negative sense,2
SEZONOWIFRR039_LIV_S79_666401,SEZONOWIFRR039_LIV_S79_666401_NODE_1363_length_581_cov_904.089286,581,15192,TRUE,nr,382,193,Viruses,3052310,99,Mammarenavirus lassaense,AYM52101.1 polymerase [Mammarenavirus lassaense],3052310,3052310,,TRUE,Negarnaviricota,Arenaviridae,FALSE,TRUE,742,3052310,5,Mammarenavirus lassaense,,genome,TRUE,TRUE,Viruses,3052310,Rat,Rodent,Ondo ,4061960,151621,153388,3908572,32221448,0.003886842,,Virus,V,single stranded RNA negative sense,2
SEZONOWIFRR039_LIV_S79_666401,SEZONOWIFRR039_LIV_S79_666401_NODE_1363_length_581_cov_904.089286,581,15192,TRUE,nr,382,193,Viruses,3052310,99,Mammarenavirus lassaense,AYM52101.1 polymerase [Mammarenavirus lassaense],3052310,3052310,,TRUE,Negarnaviricota,Arenaviridae,FALSE,TRUE,742,3052310,5,Mammarenavirus lassaense,,RNA,TRUE,FALSE,Viruses,3052310,Rat,Rodent,Ondo ,4061960,151621,153388,3908572,32221448,0.003886842,,Virus,V,single stranded RNA negative sense,2
SEZONOWIFRR069_LUNG_S60_673526,SEZONOWIFRR069_LUNG_S60_673526_NODE_1037_length_549_cov_3.885593,549,57,TRUE,nr,339,175,Viruses,3052310,97.1,Mammarenavirus lassaense,AYM52079.1 polymerase [Mammarenavirus lassaense],3052310,3052310,,TRUE,Negarnaviricota,Arenaviridae,FALSE,TRUE,32056,3052310,5,Mammarenavirus lassaense,,RNA,TRUE,FALSE,Viruses,3052310,Rat,Rodent,Ondo,3089774,127830,131232,2958542,33812158,1.93E-05,,Virus,V,single stranded RNA negative sense,2
AIAMAPIG001_S63_657713,AIAMAPIG001_S63_657713_NODE_2_length_6935_cov_1237.277195,6935,98394,TRUE,nr,1123,811,Viruses,2794618,71.3,Pig astrovirus ahast-2,QPM92612.1 ORF2 [Pig astrovirus ahast-2],,,,TRUE,Pisuviricota,Astroviridae,FALSE,TRUE,691,2794618,24,TBD,Abak-Pig astrovirus ahast-2,RdRp_SP,TRUE,TRUE,Viruses,2794618,Swine,Pig,Ebonyi,12859236,3145,390181,12469055,25684542,0.007891055,,Virus,IV,single stranded RNA positive sense,1
AIAMAPIG001_S63_657713,AIAMAPIG001_S63_657713_NODE_3_length_5702_cov_838.430578,5702,50833,TRUE,nr,1505,824,Viruses,1105378,93.6,Porcine astrovirus 2,BAX00190.1 ORF1a [Porcine astrovirus 2],,,,TRUE,Pisuviricota,Astroviridae,FALSE,TRUE,1121,1105378,21,Porcine astrovirus 2,nan-Porcine astrovirus 2,RdRp_NS,TRUE,TRUE,Viruses,1105378,Swine,Pig,Ebonyi,12859236,3145,390181,12469055,25684542,0.004076732,,Virus,IV,single stranded RNA positive sense,1
OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_6_length_4844_cov_106.427103,4844,11841,TRUE,nr,1457,824,Viruses,1105378,88.6,Porcine astrovirus 2,BAX00181.1 ORF1a [Porcine astrovirus 2],,,,TRUE,Pisuviricota,Astroviridae,FALSE,TRUE,1638,1105378,21,Porcine astrovirus 2,nan-Porcine astrovirus 2,RdRp_NS,TRUE,TRUE,Viruses,1105378,Rat,Rodent,Ondo,14395086,1211,381655,14013431,21548754,0.000844975,,Virus,IV,single stranded RNA positive sense,1
