sample,contig_name,name,ska_species,collected_by,family,read_count,sample_type,identity
SEZONOWIFSHEEP001_S33_656082,SEZONOWIFSHEEP001_S33_656082_NODE_951_length_577_cov_1.640000,Bovine coronavirus,Sheep,Ondo,Coronaviridae,12,Swab,93.9
SENONOWGOT003_RS_S79_673627,SENONOWGOT003_RS_S79_673627_NODE_31_length_2208_cov_715.589395,Bovine coronavirus,Goat,Ondo,Coronaviridae,17738,Rectal,97.9
SEZONOWIFSHEEP001_S33_656082,SEZONOWIFSHEEP001_S33_656082_NODE_347_length_901_cov_2.183252,Dromedary camel coronavirus ,Sheep,Ondo,Coronaviridae,26,Swab,99.7
SENONOWGOT003_RS_S79_673627,SENONOWGOT003_RS_S79_673627_NODE_158_length_1112_cov_1236.767150,Dromedary camel coronavirus ,Goat,Ondo,Coronaviridae,15448,Rectal,99.3
SENONOWGOT003_RS_S79_673627,SENONOWGOT003_RS_S79_673627_NODE_517_length_556_cov_910.632568,Dromedary camel coronavirus  ,Goat,Ondo,Coronaviridae,9838,Rectal,99.5
SEZONOWIFSHEEP001_S33_656082,SEZONOWIFSHEEP001_S33_656082_NODE_186_length_1241_cov_1.909794,Dromedary camel coronavirus  ,Sheep,Ondo,Coronaviridae,50,Swab,96.6
SENONOWGOT003_RS_S79_673627,SENONOWGOT003_RS_S79_673627_NODE_226_length_906_cov_1361.073583,Dromedary camel coronavirus  ,Goat,Ondo,Coronaviridae,14578,Rectal,95.9
AINWZCHICKEN002_S57_655748,AINWZCHICKEN002_S57_655748_NODE_116_length_829_cov_21.753989,Duck coronavirus,Chicken,Ebonyi,Coronaviridae,370,Rectal,91.3
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_412_length_795_cov_294.295265,Duck coronavirus 2714,Rodent,Ondo,Coronaviridae,3885,Lung,88.3
AINWZCHICKEN002_S57_655748,AINWZCHICKEN002_S57_655748_NODE_134_length_738_cov_9.397882,Duck-dominant coronavirus,Chicken,Ebonyi,Coronaviridae,141,Rectal,88.5
OD_ZAD_AGR009_LUNG_S54_673491,OD_ZAD_AGR009_LUNG_S54_673491_NODE_200_length_1080_cov_2.493519,Duck-dominant coronavirus,Rodent,Ondo,Coronaviridae,56,Lung,87
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_830_length_583_cov_1400.648221,Gammacoronavirus sp.,Rodent,Ondo,Coronaviridae,16887,Lung,92
SENONOWGOT003_RS_S79_673627,SENONOWGOT003_RS_S79_673627_NODE_709_length_505_cov_836.997664,Human coronavirus OC43,Goat,Ondo,Coronaviridae,3880,Rectal,98.9
SEZONOWIFGOAT007_S68_657731,SEZONOWIFGOAT007_S68_657731_NODE_1248_length_522_cov_0.716854,Infectious bronchitis virus,Goat,Ondo,Coronaviridae,5,Swab,97.4
AIMGLDOG001_S59_657733,AIMGLDOG001_S59_657733_NODE_2307_length_552_cov_0.856842,Infectious bronchitis virus,Dog,Ebonyi,Coronaviridae,8,Swab,95.4
AINWZCHICKEN002_S57_655748,AINWZCHICKEN002_S57_655748_NODE_150_length_689_cov_21.331699,Infectious bronchitis virus,Chicken,Ebonyi,Coronaviridae,342,Rectal,94.3
AINWZCHICKEN002_S57_655748,AINWZCHICKEN002_S57_655748_NODE_150_length_689_cov_21.331699,Infectious bronchitis virus,Chicken,Ebonyi,Coronaviridae,342,Rectal,94.3
OD_ZAD_AGR009_LUNG_S54_673491,OD_ZAD_AGR009_LUNG_S54_673491_NODE_88_length_1704_cov_4.289490,Infectious bronchitis virus,Rodent,Ondo,Coronaviridae,193,Lung,91.4
OD_ZAD_AGR009_LUNG_S54_673491,OD_ZAD_AGR009_LUNG_S54_673491_NODE_88_length_1704_cov_4.289490,Infectious bronchitis virus,Rodent,Ondo,Coronaviridae,193,Lung,91.4
AINWZCHICKEN002_S57_655748,AINWZCHICKEN002_S57_655748_NODE_121_length_807_cov_25.472603,Infectious bronchitis virus,Chicken,Ebonyi,Coronaviridae,432,Rectal,83.4
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_359_length_859_cov_1058.686701,Infectious bronchitis virus,Rodent,Ondo,Coronaviridae,13131,Lung,89.2
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_461_length_748_cov_312.603577,Ondo Duck coronavirus ,Rodent,Ondo,Coronaviridae,3645,Lung,76.5
OD_ZAD_AGR009_LUNG_S54_673491,OD_ZAD_AGR009_LUNG_S54_673491_NODE_529_length_677_cov_2.181667,Ondo Infectious bronchitis virus,Rodent,Ondo,Coronaviridae,34,Lung,82.5
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_1_length_18387_cov_115.537138,Ondo Infectious bronchitis virus,Rodent,Ondo,Coronaviridae,22902,Lung,72.2
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_55_length_2813_cov_86.939327,Ondo Infectious bronchitis virus,Rodent,Ondo,Coronaviridae,4344,Lung,69.4
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_41_length_3228_cov_172.986036,Ondo Infectious bronchitis virus,Rodent,Ondo,Coronaviridae,10097,Lung,66.1
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_34_length_3729_cov_133.432366,Ondo Infectious bronchitis virus,Rodent,Ondo,Coronaviridae,8856,Lung,59
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_252_length_1062_cov_676.357360,Pigeon-dominant Coronavirus,Rodent,Ondo,Coronaviridae,13516,Lung,90.5
SENONOWGOT003_RS_S79_673627,SENONOWGOT003_RS_S79_673627_NODE_239_length_882_cov_857.053416,Sambar deer coronavirus ,Goat,Ondo,Coronaviridae,8184,Rectal,99.3
AIAMADOG002_OS_S64_673467,AIAMADOG002_OS_S64_673467_NODE_19_length_3384_cov_2.765346,Ondo ssRNA ,Dog,Ebonyi ,Fiersviridae,187,Oral,43
SENONOWISUGOT001_RS_S74_673659,SENONOWISUGOT001_RS_S74_673659_NODE_491_length_851_cov_1.009044,Ondo ssRNA ,Goat,Ondo,Fiersviridae,18,Rectal,41.5
OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_626_length_700_cov_1.311396,Ondo ssRNA ,Rodent,Ondo,Fiersviridae,17,Lung,39.2
AIAMAPIG001_S63_657713,AIAMAPIG001_S63_657713_NODE_12_length_3696_cov_2.029290,Ondo ssRNA ,Pig,Ebonyi,Fiersviridae,187,Swab,37.2
AIAMA_GOT006_RS_S44_673460,AIAMA_GOT006_RS_S44_673460_NODE_10_length_3826_cov_4.457722,Ondo ssRNA ,Goat,Ebonyi ,Fiersviridae,355,Rectal,31.1
SEZONOWOGR004_LIV_S50_666375,SEZONOWOGR004_LIV_S50_666375_NODE_3_length_8104_cov_4.467049,Longquan rodent iflavirus,Rodent,Ondo ,Iflaviridae,629,Liver,86.5
AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_56_length_2846_cov_9.021307,Abak Ambrosia artemisiifolia mitovirus,Pig,Ebonyi ,Mitoviridae,539,Rectal,53.6
AIAMADOG002_OS_S64_673467,AIAMADOG002_OS_S64_673467_NODE_376_length_882_cov_1.267081,Abak Hangzhou mitovirus ,Dog,Ebonyi ,Mitoviridae,17,Oral,40.9
AIAMA_GOT005_OS_S43_673459,AIAMA_GOT005_OS_S43_673459_NODE_263_length_761_cov_1.568713,Abak Mitovirus ,Goat,Ebonyi ,Mitoviridae,24,Oral,44.9
AINWZCHICKEN002_S57_655748,AINWZCHICKEN002_S57_655748_NODE_178_length_615_cov_1.838290,Abak Mitovirus ,Chicken,Ebonyi,Mitoviridae,24,Rectal,43.9
AINWZR020_LIV_S20_663083,AINWZR020_LIV_S20_663083_NODE_131_length_1249_cov_12.979522,Abak Orthonairovirus thiaforaense,Rodent,Ebonyi ,Nairoviridae,284,Liver,79.9
AINWZR020_LIV_S20_663083,AINWZR020_LIV_S20_663083_NODE_131_length_1249_cov_12.979522,Abak Orthonairovirus thiaforaense,Rodent,Ebonyi ,Nairoviridae,284,Liver,79.9
AINWZR020_LIV_S20_663083,AINWZR020_LIV_S20_663083_NODE_169_length_1091_cov_2.916174,Abak Orthonairovirus thiaforaense,Rodent,Ebonyi ,Nairoviridae,50,Liver,78.3
AINWZR020_LIV_S20_663083,AINWZR020_LIV_S20_663083_NODE_169_length_1091_cov_2.916174,Abak Orthonairovirus thiaforaense,Rodent,Ebonyi ,Nairoviridae,50,Liver,78.3
AINWZR020_LIV_S20_663083,AINWZR020_LIV_S20_663083_NODE_271_length_916_cov_13.656734,Abak Orthonairovirus thiaforaense,Rodent,Ebonyi ,Nairoviridae,213,Liver,71.8
AINWZR020_LIV_S20_663083,AINWZR020_LIV_S20_663083_NODE_271_length_916_cov_13.656734,Abak Orthonairovirus thiaforaense,Rodent,Ebonyi ,Nairoviridae,213,Liver,71.8
AINWZR020_LIV_S20_663083,AINWZR020_LIV_S20_663083_NODE_776_length_592_cov_1.867961,Orthonairovirus thiaforaense,Rodent,Ebonyi ,Nairoviridae,15,Liver,89.8
AINWZR020_LIV_S20_663083,AINWZR020_LIV_S20_663083_NODE_776_length_592_cov_1.867961,Orthonairovirus thiaforaense,Rodent,Ebonyi ,Nairoviridae,15,Liver,89.8
AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_300_length_921_cov_2.067536,Abak Alcelaphine gammaherpesvirus,Pig,Ebonyi,Orthoherpesviridae,36,Swab,45.7
AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_1050_length_603_cov_1.387833,Abak Bovine gammaherpesvirus ,Pig,Ebonyi ,Orthoherpesviridae,15,Rectal,84.8
AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_756_length_612_cov_1.755140,Abak Bovine gammaherpesvirus ,Pig,Ebonyi,Orthoherpesviridae,16,Swab,72.2
AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_149_length_1254_cov_2.216653,Abak Bovine gammaherpesvirus ,Pig,Ebonyi,Orthoherpesviridae,64,Swab,69.7
AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_589_length_672_cov_1.952941,Abak Bovine gammaherpesvirus ,Pig,Ebonyi,Orthoherpesviridae,25,Swab,65.9
AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_634_length_653_cov_1.637153,Abak Bovine gammaherpesvirus ,Pig,Ebonyi,Orthoherpesviridae,17,Swab,65.9
AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_124_length_1347_cov_1.900787,Abak Bovine gammaherpesvirus ,Pig,Ebonyi,Orthoherpesviridae,56,Swab,65.3
AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_1158_length_536_cov_2.154684,Abak Bovine gammaherpesvirus ,Pig,Ebonyi,Orthoherpesviridae,19,Swab,63.9
AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_242_length_998_cov_2.093377,Abak Bovine gammaherpesvirus ,Pig,Ebonyi,Orthoherpesviridae,38,Swab,51.4
AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_570_length_680_cov_1.752902,Abak Bovine gammaherpesvirus ,Pig,Ebonyi,Orthoherpesviridae,24,Swab,46.2
AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_944_length_566_cov_1.198364,Abak Bovine gammaherpesvirus ,Pig,Ebonyi,Orthoherpesviridae,12,Swab,46.2
AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_706_length_625_cov_1.708029,Abak Bovine gammaherpesvirus ,Pig,Ebonyi,Orthoherpesviridae,18,Swab,45
AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_516_length_710_cov_2.418641,Abak Bovine gammaherpesvirus ,Pig,Ebonyi,Orthoherpesviridae,30,Swab,43.8
AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_116_length_1403_cov_1.541478,Abak Bovine gammaherpesvirus ,Pig,Ebonyi,Orthoherpesviridae,34,Swab,38.3
AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_460_length_755_cov_1.784661,Abak Bovine gammaherpesvirus ,Pig,Ebonyi,Orthoherpesviridae,19,Swab,38.3
AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_400_length_813_cov_2.226902,Abak Bovine gammaherpesvirus ,Pig,Ebonyi,Orthoherpesviridae,35,Swab,31.3
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_844_length_581_cov_1.023810,Abak Gallid alphaherpesvirus ,Rodent,Ondo,Orthoherpesviridae,7,Lung,81.3
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_1364_length_500_cov_1.602837,Abak Gallid alphaherpesvirus ,Rodent,Ondo,Orthoherpesviridae,18,Lung,81
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_924_length_561_cov_1.210744,Abak Gallid alphaherpesvirus ,Rodent,Ondo,Orthoherpesviridae,13,Lung,78.4
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_388_length_826_cov_1.186916,Abak Gallid alphaherpesvirus ,Rodent,Ondo,Orthoherpesviridae,24,Lung,76.6
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_376_length_841_cov_2.017016,Abak Gallid alphaherpesvirus ,Rodent,Ondo,Orthoherpesviridae,42,Lung,71.3
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_1208_length_519_cov_3.524887,Abak Gallid alphaherpesvirus ,Rodent,Ondo,Orthoherpesviridae,48,Lung,64.5
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_1105_length_531_cov_1.451542,Abak Gallid alphaherpesvirus ,Rodent,Ondo,Orthoherpesviridae,26,Lung,64.2
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_328_length_903_cov_1.480630,Abak Gallid alphaherpesvirus ,Rodent,Ondo,Orthoherpesviridae,31,Lung,62.7
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_650_length_638_cov_1.750446,Abak Gallid alphaherpesvirus ,Rodent,Ondo,Orthoherpesviridae,16,Lung,59.6
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_954_length_554_cov_1.679245,Abak Gallid alphaherpesvirus ,Rodent,Ondo,Orthoherpesviridae,46,Lung,54
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_411_length_798_cov_1.959778,Abak Gallid alphaherpesvirus ,Rodent,Ondo,Orthoherpesviridae,37,Lung,51.5
AINWZCHICKEN002_S57_655748,AINWZCHICKEN002_S57_655748_NODE_51_length_1419_cov_1.562593,Abak Gallid alphaherpesvirus ,Chicken,Ebonyi,Orthoherpesviridae,45,Rectal,49.3
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_987_length_548_cov_2.033970,Abak Gallid alphaherpesvirus ,Rodent,Ondo,Orthoherpesviridae,25,Lung,44
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_1353_length_502_cov_1.091765,Abak Gallid alphaherpesvirus ,Rodent,Ondo,Orthoherpesviridae,14,Lung,42.2
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_813_length_586_cov_1.738703,Abak Gallid alphaherpesvirus ,Rodent,Ondo,Orthoherpesviridae,19,Lung,35.2
AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_486_length_734_cov_1.526636,Abak Ovine gammaherpesvirus ,Pig,Ebonyi,Orthoherpesviridae,18,Swab,62
AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_263_length_960_cov_1.518686,Abak Ovine gammaherpesvirus ,Pig,Ebonyi,Orthoherpesviridae,29,Swab,50.8
AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_784_length_604_cov_1.504744,Abak Ovine gammaherpesvirus ,Pig,Ebonyi,Orthoherpesviridae,14,Swab,40.3
AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_427_length_785_cov_1.759887,Abak Porcine lymphotropic herpesvirus,Pig,Ebonyi,Orthoherpesviridae,25,Swab,82.8
AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_1270_length_518_cov_2.473923,Abak Porcine lymphotropic herpesvirus,Pig,Ebonyi,Orthoherpesviridae,25,Swab,70
AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_474_length_744_cov_1.985007,Abak Porcine lymphotropic herpesvirus,Pig,Ebonyi,Orthoherpesviridae,27,Swab,62
AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_595_length_668_cov_1.397631,Abak Porcine lymphotropic herpesvirus,Pig,Ebonyi,Orthoherpesviridae,14,Swab,58.8
AIAMASHEEP002_S54_656079,AIAMASHEEP002_S54_656079_NODE_585_length_522_cov_1.550562,Bovine gammaherpesvirus,Sheep,Ebonyi,Orthoherpesviridae,17,Swab,93.2
AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_1436_length_526_cov_0.968820,Bovine gammaherpesvirus,Pig,Ebonyi ,Orthoherpesviridae,6,Rectal,92.5
AIAMASHEEP002_S54_656079,AIAMASHEEP002_S54_656079_NODE_395_length_622_cov_2.911927,Bovine gammaherpesvirus,Sheep,Ebonyi,Orthoherpesviridae,26,Swab,92.3
AIAMASHEEP002_S54_656079,AIAMASHEEP002_S54_656079_NODE_446_length_591_cov_1.529183,Bovine gammaherpesvirus,Sheep,Ebonyi,Orthoherpesviridae,14,Swab,90.9
AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_508_length_717_cov_2.385937,Bovine gammaherpesvirus 6,Pig,Ebonyi,Orthoherpesviridae,27,Swab,85.6
SEZONOWDOG009_S20_657738,SEZONOWDOG009_S20_657738_NODE_157_length_974_cov_1.277592,Canid alphaherpesvirus,Dog,Ondo,Orthoherpesviridae,18,Swab,98.9
SEZONOWDOG009_S20_657738,SEZONOWDOG009_S20_657738_NODE_359_length_566_cov_1.789366,Canid alphaherpesvirus,Dog,Ondo,Orthoherpesviridae,20,Swab,98.9
SEZONOWDOG009_S20_657738,SEZONOWDOG009_S20_657738_NODE_403_length_536_cov_0.716776,Canid alphaherpesvirus,Dog,Ondo,Orthoherpesviridae,4,Swab,98.4
SEZONOWDOG009_S20_657738,SEZONOWDOG009_S20_657738_NODE_195_length_845_cov_1.496094,Canid alphaherpesvirus ,Dog,Ondo,Orthoherpesviridae,23,Swab,100
SEZONOWDOG009_S20_657738,SEZONOWDOG009_S20_657738_NODE_218_length_766_cov_1.863570,Canid alphaherpesvirus ,Dog,Ondo,Orthoherpesviridae,30,Swab,100
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_505_length_712_cov_1.974803,Canid alphaherpesvirus ,Rodent,Ondo,Orthoherpesviridae,56,Lung,100
SEZONOWDOG009_S20_657738,SEZONOWDOG009_S20_657738_NODE_260_length_687_cov_1.780328,Canid alphaherpesvirus ,Dog,Ondo,Orthoherpesviridae,19,Swab,100
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_572_length_668_cov_1.175973,Canid alphaherpesvirus ,Rodent,Ondo,Orthoherpesviridae,17,Lung,100
SEZONOWDOG009_S20_657738,SEZONOWDOG009_S20_657738_NODE_274_length_664_cov_1.074957,Canid alphaherpesvirus ,Dog,Ondo,Orthoherpesviridae,15,Swab,100
SEZONOWDOG009_S20_657738,SEZONOWDOG009_S20_657738_NODE_298_length_625_cov_1.250000,Canid alphaherpesvirus ,Dog,Ondo,Orthoherpesviridae,13,Swab,100
SEZONOWDOG009_S20_657738,SEZONOWDOG009_S20_657738_NODE_313_length_607_cov_1.766038,Canid alphaherpesvirus ,Dog,Ondo,Orthoherpesviridae,17,Swab,100
SEZONOWDOG009_S20_657738,SEZONOWDOG009_S20_657738_NODE_429_length_522_cov_1.631461,Canid alphaherpesvirus ,Dog,Ondo,Orthoherpesviridae,13,Swab,99.3
SEZONOWDOG009_S20_657738,SEZONOWDOG009_S20_657738_NODE_309_length_612_cov_1.104673,Canid alphaherpesvirus  ,Dog,Ondo,Orthoherpesviridae,22,Swab,99.4
SEZONOWDOG009_S20_657738,SEZONOWDOG009_S20_657738_NODE_418_length_527_cov_1.686667,Canid alphaherpesvirus  ,Dog,Ondo,Orthoherpesviridae,13,Swab,97.7
SEZONOWIFGOT007_RS_S70_673666,SEZONOWIFGOT007_RS_S70_673666_NODE_2540_length_538_cov_0.815618,Caprine gammaherpesvirus,Goat,Ondo,Orthoherpesviridae,8,Swab,99.4
SENONOWOGGOT017_OS_S72_673665,SENONOWOGGOT017_OS_S72_673665_NODE_299_length_658_cov_1.537005,Caprine gammaherpesvirus ,Goat,Ondo,Orthoherpesviridae,26,Oral,100
SENONOWOGGOT017_OS_S72_673665,SENONOWOGGOT017_OS_S72_673665_NODE_98_length_982_cov_1.432044,Caprine gammaherpesvirus  ,Goat,Ondo,Orthoherpesviridae,49,Oral,99.4
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_134_length_1591_cov_1.509247,Gallid alphaherpesvirus,Rodent,Ondo,Orthoherpesviridae,60,Lung,100
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_719_length_612_cov_1.497196,Gallid alphaherpesvirus,Rodent,Ondo,Orthoherpesviridae,18,Lung,100
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_501_length_713_cov_1.547170,Gallid alphaherpesvirus,Rodent,Ondo,Orthoherpesviridae,32,Lung,99.6
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_645_length_640_cov_2.181172,Gallid alphaherpesvirus,Rodent,Ondo,Orthoherpesviridae,50,Lung,99.5
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_781_length_596_cov_1.585742,Gallid alphaherpesvirus,Rodent,Ondo,Orthoherpesviridae,28,Lung,99.4
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_1351_length_502_cov_1.475294,Gallid alphaherpesvirus,Rodent,Ondo,Orthoherpesviridae,15,Lung,99.4
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_1034_length_540_cov_1.563715,Gallid alphaherpesvirus,Rodent,Ondo,Orthoherpesviridae,27,Lung,98.4
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_271_length_1006_cov_1.617869,Gallid alphaherpesvirus ,Rodent,Ondo,Orthoherpesviridae,42,Lung,100
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_285_length_968_cov_1.264871,Gallid alphaherpesvirus ,Rodent,Ondo,Orthoherpesviridae,25,Lung,100
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_358_length_861_cov_2.005102,Gallid alphaherpesvirus ,Rodent,Ondo,Orthoherpesviridae,38,Lung,100
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_690_length_622_cov_1.299083,Gallid alphaherpesvirus ,Rodent,Ondo,Orthoherpesviridae,34,Lung,100
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_725_length_610_cov_2.324578,Gallid alphaherpesvirus ,Rodent,Ondo,Orthoherpesviridae,43,Lung,100
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_852_length_579_cov_1.237052,Gallid alphaherpesvirus ,Rodent,Ondo,Orthoherpesviridae,24,Lung,100
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_953_length_554_cov_1.985325,Gallid alphaherpesvirus ,Rodent,Ondo,Orthoherpesviridae,38,Lung,100
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_1012_length_544_cov_3.047109,Gallid alphaherpesvirus ,Rodent,Ondo,Orthoherpesviridae,48,Lung,100
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_1124_length_529_cov_1.502212,Gallid alphaherpesvirus ,Rodent,Ondo,Orthoherpesviridae,19,Lung,100
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_1154_length_526_cov_1.164811,Gallid alphaherpesvirus ,Rodent,Ondo,Orthoherpesviridae,19,Lung,100
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_675_length_628_cov_1.578947,Gallid alphaherpesvirus ,Rodent,Ondo,Orthoherpesviridae,29,Lung,99.5
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_360_length_858_cov_1.967990,Gallid alphaherpesvirus ,Rodent,Ondo,Orthoherpesviridae,53,Lung,99
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_996_length_547_cov_2.004255,Gallid alphaherpesvirus ,Rodent,Ondo,Orthoherpesviridae,25,Lung,99
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_951_length_555_cov_0.866109,Gallid alphaherpesvirus ,Rodent,Ondo,Orthoherpesviridae,6,Lung,98.5
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_961_length_553_cov_1.317227,Gallid alphaherpesvirus ,Rodent,Ondo,Orthoherpesviridae,25,Lung,98.2
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_955_length_554_cov_1.161426,Gallid alphaherpesvirus ,Rodent,Ondo,Orthoherpesviridae,14,Lung,97.9
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_1106_length_531_cov_1.303965,Gallid alphaherpesvirus ,Rodent,Ondo,Orthoherpesviridae,18,Lung,96.9
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_1159_length_525_cov_1.651786,Gallid alphaherpesvirus ,Rodent,Ondo,Orthoherpesviridae,22,Lung,96.5
AIAMA_GOT006_RS_S44_673460,AIAMA_GOT006_RS_S44_673460_NODE_684_length_679_cov_8.702658,human gammaherpesvirus,Goat,Ebonyi ,Orthoherpesviridae,181,Rectal,98.3
